student_id,study_hours,prev_mean_grade,helb_status,sleep_hours,revision_intensity,target_mean_score
STU-2096,8,77,t,4,4,71
STU-2097,9,56,t,5,9,56
STU-2098,2,83,t,4,3,57
STU-2099,6,40,t,4,4,23
STU-2100,4,42,f,6,0,27
STU-2101,4,85,f,5,3,65
STU-2102,5,65,f,8,9,54
STU-2103,3,70,t,4,2,50
STU-2104,1,47,t,5,1,23
STU-2105,8,82,t,4,6,77
STU-2106,5,98,t,7,9,83
STU-2107,3,85,t,7,8,66
STU-2108,7,47,f,5,0,38
STU-2109,7,74,t,6,6,65
STU-2110,1,78,f,8,0,54
STU-2111,9,67,t,7,4,65
STU-2112,2,90,f,6,0,68
STU-2113,5,43,f,8,2,31
STU-2114,5,96,f,7,7,83
STU-2115,8,55,f,8,3,49
STU-2116,8,52,f,9,0,45
STU-2117,7,59,f,4,0,46
STU-2118,7,90,f,5,7,85
STU-2119,6,44,t,7,7,33
STU-2120,6,94,t,7,3,83
STU-2121,9,76,f,4,3,71
STU-2122,6,59,t,7,9,49
STU-2123,2,63,t,7,1,39
STU-2124,2,75,f,9,1,51
STU-2125,5,73,t,7,5,57
STU-2126,4,97,f,7,7,81
STU-2127,2,84,t,7,6,65
STU-2128,3,87,f,6,6,66
STU-2129,7,93,t,7,2,86
STU-2130,8,73,f,4,1,66
STU-2131,6,58,t,9,9,50
STU-2132,5,56,t,7,6,46
STU-2133,1,44,t,8,3,20
STU-2134,8,64,f,9,0,58
STU-2135,3,57,f,9,0,38
STU-2136,6,99,t,8,3,91
STU-2137,3,94,t,4,4,77
STU-2138,7,92,f,6,4,83
STU-2139,7,89,t,4,0,79
STU-2140,9,47,t,6,2,50
STU-2141,5,66,f,5,5,51
STU-2142,8,54,f,8,9,49
STU-2143,8,84,t,9,6,79
STU-2144,1,52,f,9,0,26
STU-2145,5,55,t,9,7,42
STU-2146,3,61,t,8,3,42
STU-2147,1,59,f,8,8,35
STU-2148,4,52,t,6,5,31
STU-2149,8,59,f,9,0,50
STU-2150,3,41,f,4,1,18
STU-2151,2,74,t,6,2,50
STU-2152,9,86,f,9,1,82
STU-2153,5,94,t,8,9,78
STU-2154,7,58,f,8,6,53
STU-2155,2,84,t,8,0,65
STU-2156,9,76,f,9,8,76
STU-2157,9,97,t,8,1,94
STU-2158,4,93,t,5,3,79
STU-2159,4,45,f,8,7,27
STU-2160,6,53,t,9,2,43
STU-2161,6,43,t,6,8,30
STU-2162,1,61,t,8,6,37
STU-2163,9,90,t,7,9,90
STU-2164,2,94,t,5,2,68
STU-2165,5,78,t,9,2,64
STU-2166,9,75,f,8,4,73
STU-2167,4,73,f,7,4,53
STU-2168,3,66,f,9,9,46
STU-2169,7,46,f,6,4,37
STU-2170,6,42,t,5,8,29
STU-2171,8,86,t,8,8,80
STU-2172,3,72,f,6,5,52
STU-2173,5,41,t,9,6,29
STU-2174,4,81,f,7,9,70
STU-2175,4,55,t,9,7,40
STU-2176,4,64,t,9,8,49
STU-2177,8,99,f,5,5,92
STU-2178,6,54,t,8,7,46
STU-2179,3,63,f,6,1,42
STU-2180,5,54,f,5,9,41
STU-2181,6,70,f,7,7,60
STU-2182,5,53,t,8,1,41
STU-2183,6,93,t,5,7,83
STU-2184,8,53,f,7,1,43
STU-2185,7,45,t,7,2,36
STU-2186,5,53,f,6,6,38
STU-2187,6,56,f,9,8,47
STU-2188,4,57,t,7,2,40
STU-2189,9,59,f,7,4,59
STU-2190,4,90,t,9,8,76
STU-2191,1,56,t,4,6,31
STU-2192,7,55,t,7,1,44
STU-2193,7,79,f,8,4,71
STU-2194,4,78,f,5,4,59
STU-2195,3,91,t,9,8,69
STU-2196,8,71,t,9,1,63
STU-2197,5,99,f,9,0,87
STU-2198,7,83,t,8,3,77
STU-2199,4,48,t,9,3,31
STU-2200,4,66,f,8,0,47
STU-2201,8,85,f,6,9,78
STU-2202,8,91,f,4,6,86
STU-2203,2,72,t,9,1,48
STU-2204,2,49,f,4,8,24
STU-2205,3,56,f,9,6,39
STU-2206,3,88,f,8,6,71
STU-2207,1,88,f,5,0,60
STU-2208,3,75,f,4,8,54
STU-2209,6,56,f,4,9,45
STU-2210,8,57,f,8,8,51
STU-2211,6,91,t,4,1,78
STU-2212,5,62,f,6,9,48
STU-2213,4,73,t,8,8,59
STU-2214,3,47,t,4,1,28
STU-2215,4,52,f,4,1,35
STU-2216,7,62,t,4,7,55
STU-2217,1,96,f,8,2,69
STU-2218,7,93,t,5,2,87
STU-2219,1,59,f,7,6,32
STU-2220,2,61,t,9,9,37
STU-2221,4,86,f,4,5,66
STU-2222,1,91,f,7,6,66
STU-2223,9,62,t,7,5,56
STU-2224,6,80,t,4,8,70
STU-2225,1,74,f,4,1,48
STU-2226,1,42,t,9,7,17
STU-2227,6,73,f,7,5,59
STU-2228,4,72,t,5,3,56
STU-2229,4,85,f,7,5,66
STU-2230,6,56,t,5,5,41
STU-2231,7,84,f,6,9,76
STU-2232,9,58,t,5,2,54
STU-2233,5,69,f,9,7,57
STU-2234,9,62,t,8,4,62
STU-2235,4,54,f,4,9,38
STU-2236,2,98,t,6,3,73
STU-2237,3,96,t,7,1,72
STU-2238,1,53,f,5,9,28
STU-2239,6,41,t,6,0,28
STU-2240,6,78,t,8,6,67
STU-2241,1,88,f,5,9,62
STU-2242,3,57,f,9,2,36
STU-2243,5,45,f,7,2,33
STU-2244,3,98,f,7,2,74
STU-2245,3,71,t,5,9,52
STU-2246,3,60,t,8,2,38
STU-2247,5,79,t,4,1,62
STU-2248,5,67,f,4,5,50
STU-2249,4,66,t,7,9,48
STU-2250,1,41,t,8,2,15
STU-2251,5,72,f,7,0,51
STU-2252,5,55,t,4,9,37
STU-2253,4,78,t,7,8,59
STU-2254,6,61,f,5,5,46
STU-2255,4,95,t,9,5,78
STU-2256,7,82,f,5,9,74
STU-2257,7,86,f,9,8,78
STU-2258,2,52,t,8,1,27
STU-2259,3,95,t,4,9,74
STU-2260,1,41,t,8,8,15
STU-2261,8,53,f,8,2,46
STU-2262,9,95,f,4,2,90
STU-2263,4,77,t,6,2,58
STU-2264,6,80,t,6,0,65
STU-2265,9,67,f,7,9,65
STU-2266,6,46,t,6,6,36
STU-2267,9,57,t,5,9,52
STU-2268,4,95,f,9,6,79
STU-2269,8,80,t,8,1,74
STU-2270,9,94,t,7,5,93
STU-2271,4,75,t,8,3,57
STU-2272,5,80,t,4,6,65
STU-2273,8,75,f,6,6,69
STU-2274,6,83,f,4,3,71
STU-2275,7,43,f,7,2,31
STU-2276,3,96,f,9,6,78
STU-2277,7,69,t,5,8,60
STU-2278,8,63,t,6,3,58
STU-2279,6,59,t,4,5,46
STU-2280,9,85,t,9,6,87
STU-2281,6,95,f,6,9,81
STU-2282,9,70,t,8,2,69
STU-2283,4,63,t,5,4,46
STU-2284,8,46,f,9,0,41
STU-2285,4,65,f,6,5,50
STU-2286,2,52,f,5,4,24
STU-2287,9,93,t,9,6,97
STU-2288,5,47,f,8,8,35
STU-2289,4,94,t,8,3,82
STU-2290,2,44,t,4,8,24
STU-2291,1,83,f,7,5,59
STU-2292,7,52,f,4,4,42
STU-2293,6,68,f,5,1,56
STU-2294,2,59,t,4,0,30
STU-2295,8,53,t,9,7,49
STU-2296,4,71,t,6,5,56
STU-2297,8,99,f,9,6,98
STU-2298,7,89,t,4,5,79
STU-2299,5,66,t,7,9,54
STU-2300,8,95,t,9,6,93
STU-2301,9,64,t,9,8,63
STU-2302,5,91,f,9,4,76
STU-2303,5,43,t,7,0,27
STU-2304,2,60,f,9,0,35
STU-2305,5,57,f,5,8,39
STU-2306,3,78,t,8,4,59
STU-2307,7,54,t,7,1,50
STU-2308,5,92,f,5,2,77
STU-2309,8,77,t,7,0,70
STU-2310,1,87,f,7,5,62
STU-2311,3,91,t,8,5,71
STU-2312,3,63,t,6,2,39
STU-2313,9,47,f,5,2,41
STU-2314,5,67,t,7,6,51
STU-2315,9,60,f,7,0,52
STU-2316,9,55,f,4,4,49
STU-2317,1,99,t,9,2,76
STU-2318,2,93,f,6,4,71
STU-2319,5,55,t,8,3,42
STU-2320,4,74,t,5,5,60
STU-2321,9,56,t,7,8,53
STU-2322,7,48,f,9,1,40
STU-2323,6,96,t,5,9,85
STU-2324,7,74,t,8,7,70
STU-2325,1,91,f,6,1,63
STU-2326,1,68,f,4,3,42
STU-2327,8,78,f,6,8,73
STU-2328,2,57,f,4,3,35
STU-2329,9,51,t,5,6,48
STU-2330,7,58,t,6,4,49
STU-2331,6,87,t,6,1,75
STU-2332,1,61,t,6,7,35
STU-2333,1,98,f,8,9,70
STU-2334,2,95,f,5,9,71
STU-2335,6,88,t,4,1,74
STU-2336,6,91,f,6,2,77
STU-2337,2,54,f,5,9,30
STU-2338,1,40,f,9,6,13
STU-2339,5,41,f,8,4,26
STU-2340,5,47,f,8,9,35
STU-2341,2,61,t,9,2,40
STU-2342,6,64,t,5,1,55
STU-2343,9,41,f,4,5,37
STU-2344,2,90,f,5,9,64
STU-2345,2,48,t,5,0,23
STU-2346,3,48,t,7,7,27
STU-2347,7,52,f,8,4,42
STU-2348,6,45,f,4,4,34
STU-2349,8,69,f,7,1,63
STU-2350,8,54,t,9,6,50
STU-2351,6,90,f,5,4,75
STU-2352,3,92,f,9,7,74
STU-2353,3,54,f,8,4,39
STU-2354,1,89,f,7,8,63
STU-2355,7,46,f,7,4,36
STU-2356,5,97,f,4,2,84
STU-2357,4,50,f,5,1,30
STU-2358,4,79,f,4,4,60
STU-2359,4,77,t,7,9,61
STU-2360,6,79,t,7,9,70
STU-2361,8,41,t,4,4,32
STU-2362,8,90,f,7,5,87
STU-2363,5,87,t,6,1,72
STU-2364,6,78,t,8,4,68
STU-2365,4,49,t,5,0,29
STU-2366,9,83,t,8,2,78
STU-2367,8,56,t,5,2,45
STU-2368,1,46,f,7,2,20
STU-2369,2,93,t,4,2,66
STU-2370,9,79,f,4,7,77
STU-2371,8,78,f,7,0,72
STU-2372,3,43,t,5,5,26
STU-2373,8,74,f,7,5,67
STU-2374,1,90,t,5,0,67
STU-2375,4,86,f,7,0,68
STU-2376,3,75,f,7,2,56
STU-2377,6,70,t,7,7,61
STU-2378,7,64,f,4,5,50
STU-2379,4,80,f,5,3,68
STU-2380,7,52,f,9,4,47
STU-2381,9,57,f,7,9,56
STU-2382,2,60,f,8,2,40
STU-2383,3,87,f,8,5,68
STU-2384,5,40,f,4,5,26
STU-2385,3,75,f,6,5,55
STU-2386,8,89,t,9,8,84
STU-2387,8,47,f,4,9,40
STU-2388,8,91,t,6,7,85
STU-2389,9,87,t,4,5,85
STU-2390,4,60,f,8,1,40
STU-2391,5,82,f,7,3,68
STU-2392,5,91,t,5,5,74
STU-2393,8,92,t,7,8,90
STU-2394,7,92,t,8,1,82
STU-2395,9,60,f,5,5,57
STU-2396,8,66,f,6,9,61
STU-2397,2,58,f,6,9,38
STU-2398,4,62,t,8,9,46
STU-2399,6,90,f,5,6,80
STU-2400,2,89,f,7,7,67
STU-2401,7,90,f,8,8,84
STU-2402,3,82,f,6,4,58
STU-2403,3,74,t,8,8,55
STU-2404,2,79,f,7,8,57
STU-2405,8,91,f,4,6,87
STU-2406,6,90,t,9,1,80
STU-2407,1,81,f,9,7,54
STU-2408,1,87,t,9,4,64
STU-2409,7,44,t,4,7,33
STU-2410,8,91,f,7,1,83
STU-2411,5,80,t,5,6,66
STU-2412,5,47,f,8,4,33
STU-2413,4,50,t,7,3,31
STU-2414,6,55,t,4,9,40
STU-2415,6,78,f,6,5,66
STU-2416,3,86,t,9,4,67
STU-2417,9,63,f,9,5,64
STU-2418,7,60,f,7,8,52
STU-2419,1,91,f,9,0,68
STU-2420,7,62,f,9,0,58
STU-2421,5,88,t,7,5,72
STU-2422,5,77,f,7,1,65
STU-2423,2,86,t,4,7,65
STU-2424,4,47,f,4,6,24
STU-2425,6,46,t,9,5,35
STU-2426,7,41,t,7,3,34
STU-2427,5,69,t,7,8,57
STU-2428,9,52,t,9,6,54
STU-2429,3,62,f,5,6,42
STU-2430,1,68,f,6,4,39
STU-2431,4,77,t,8,0,62
STU-2432,9,76,t,8,1,71
STU-2433,4,59,f,9,7,42
STU-2434,2,72,t,8,4,52
STU-2435,5,68,t,4,1,54
STU-2436,3,89,f,4,4,68
STU-2437,9,54,t,5,7,50
STU-2438,4,62,t,9,3,46
STU-2439,6,81,f,4,2,68
STU-2440,2,42,t,9,4,19
STU-2441,6,76,f,9,6,68
STU-2442,3,95,f,7,1,74
STU-2443,9,68,f,6,0,63
STU-2444,2,84,f,6,4,60
STU-2445,9,47,t,9,6,47
STU-2446,5,61,f,6,7,47
STU-2447,8,92,f,6,7,87
STU-2448,2,68,t,8,9,45
STU-2449,6,41,f,8,8,31
STU-2450,3,80,t,7,0,61
STU-2451,5,88,f,5,6,73
STU-2452,8,98,f,4,9,92
STU-2453,1,89,f,4,7,65
STU-2454,5,84,f,8,5,69
STU-2455,3,40,t,9,9,20
STU-2456,4,83,t,6,3,66
STU-2457,2,59,t,7,6,38
STU-2458,9,91,f,5,2,81
STU-2459,3,60,f,8,1,39
STU-2460,2,76,f,9,5,53
STU-2461,9,47,t,7,1,44
STU-2462,7,66,f,9,5,58
STU-2463,6,86,t,7,9,79
STU-2464,1,98,t,8,2,75
STU-2465,5,74,t,7,1,59
STU-2466,3,45,f,6,7,23
STU-2467,1,99,f,7,3,74
STU-2468,4,84,f,5,3,65
STU-2469,2,83,f,7,6,60
STU-2470,2,58,t,4,7,32
STU-2471,3,57,t,7,8,38
STU-2472,8,95,f,9,9,91
STU-2473,8,40,f,8,7,34
STU-2474,7,64,f,4,3,46
STU-2475,6,66,t,8,1,55
STU-2476,9,46,f,9,9,43
STU-2477,4,83,t,5,4,67
STU-2478,1,81,t,6,6,56
STU-2479,8,68,t,5,1,58
STU-2480,7,70,t,4,3,60
STU-2481,7,83,t,9,5,77
STU-2482,3,82,t,9,7,69
STU-2483,4,75,t,6,9,60
STU-2484,9,58,f,7,5,52
STU-2485,6,45,f,4,5,36
STU-2486,5,64,f,6,5,49
STU-2487,3,70,t,8,3,50
STU-2488,9,48,t,6,2,48
STU-2489,5,59,f,8,0,43
STU-2490,5,49,t,8,1,34
STU-2491,4,76,t,9,1,57
STU-2492,4,66,t,6,9,50
STU-2493,1,52,t,9,6,28
STU-2494,7,80,t,9,5,72
STU-2495,9,41,t,5,7,38
STU-2496,3,89,t,5,8,68
STU-2497,2,60,t,9,4,41
STU-2498,3,72,t,9,2,53
STU-2499,1,63,t,8,3,36
STU-2500,6,92,t,9,7,80
STU-2501,7,83,t,4,2,73
STU-2502,2,81,f,6,1,59
STU-2503,8,73,t,4,6,67
STU-2504,6,99,t,5,3,91
STU-2505,4,48,f,4,7,34
STU-2506,5,41,f,7,0,23
STU-2507,8,94,f,7,7,86
STU-2508,3,95,t,5,4,73
STU-2509,3,69,t,4,1,49
STU-2510,4,61,f,6,0,43
STU-2511,1,85,f,5,5,61
STU-2512,9,50,f,7,8,45
STU-2513,8,94,t,5,8,85
STU-2514,8,82,t,4,8,75
STU-2515,6,56,f,4,3,44
STU-2516,7,75,t,4,5,66
STU-2517,6,52,t,8,9,45
STU-2518,9,46,f,4,5,40
STU-2519,3,55,f,9,4,38
STU-2520,3,72,f,7,1,50
STU-2521,3,84,t,7,6,67
STU-2522,3,40,t,8,0,21
STU-2523,9,50,t,7,5,51
STU-2524,4,45,t,7,4,25
STU-2525,7,59,t,5,4,53
STU-2526,9,74,f,4,7,71
STU-2527,7,83,t,9,8,77
STU-2528,9,76,t,9,6,75
STU-2529,3,80,f,5,9,60
STU-2530,4,65,f,9,7,49
STU-2531,8,97,f,5,1,87
STU-2532,6,51,f,9,1,40
STU-2533,5,69,t,7,7,56
STU-2534,4,67,t,6,5,49
STU-2535,8,66,f,4,7,59
STU-2536,1,81,t,6,8,59
STU-2537,9,58,f,7,8,54
STU-2538,1,44,t,8,5,17
STU-2539,8,97,t,5,7,90
STU-2540,4,44,t,9,1,23
STU-2541,9,80,f,9,7,82
STU-2542,5,66,f,7,2,49
STU-2543,3,67,t,9,0,50
STU-2544,9,65,t,7,6,60
STU-2545,9,66,f,6,0,60
STU-2546,4,91,f,8,0,74
STU-2547,4,88,t,5,0,71
STU-2548,8,81,t,9,3,77
STU-2549,2,60,f,8,3,34
STU-2550,9,40,t,8,9,39
STU-2551,6,93,f,8,5,85
STU-2552,9,67,f,4,9,64
STU-2553,8,87,t,8,2,87
STU-2554,7,97,t,7,9,91
STU-2555,1,97,t,4,5,73
STU-2556,3,54,f,4,6,34
STU-2557,2,94,f,8,0,70
STU-2558,5,56,f,9,5,42
STU-2559,5,65,t,9,9,55
STU-2560,5,59,t,9,0,45
STU-2561,4,64,f,9,6,49
STU-2562,5,52,f,7,9,37
STU-2563,3,72,t,9,4,55
STU-2564,1,64,f,5,9,38
STU-2565,5,47,t,8,3,35
STU-2566,9,44,t,4,0,41
STU-2567,9,45,f,5,8,43
STU-2568,4,62,f,9,6,46
STU-2569,3,91,f,5,1,69
STU-2570,1,69,f,4,3,37
STU-2571,2,53,f,9,3,31
STU-2572,8,93,t,5,7,90
STU-2573,1,62,f,7,1,33
STU-2574,8,50,t,7,4,44
STU-2575,7,70,f,8,9,62
STU-2576,8,45,f,8,7,41
STU-2577,6,50,f,5,5,38
STU-2578,9,52,f,4,3,45
STU-2579,3,51,f,7,4,34
STU-2580,4,93,f,6,1,72
STU-2581,6,41,t,8,4,29
STU-2582,8,92,f,7,2,83
STU-2583,5,74,f,9,2,61
STU-2584,3,94,f,5,6,75
STU-2585,6,75,f,7,2,63
STU-2586,4,56,t,7,3,36
STU-2587,9,67,t,5,6,62
STU-2588,3,67,t,8,2,49
STU-2589,4,61,t,8,9,46
STU-2590,7,77,t,6,9,69
STU-2591,7,46,t,6,1,35
STU-2592,4,54,f,8,9,38
STU-2593,6,71,f,8,6,62
STU-2594,3,50,t,8,4,30
STU-2595,6,63,f,8,0,52
STU-2596,2,42,f,7,9,16
STU-2597,8,69,f,6,7,66
STU-2598,2,45,f,5,2,20
STU-2599,7,97,f,4,6,86
STU-2600,9,41,t,5,5,38
STU-2601,1,53,t,9,9,30
STU-2602,8,80,t,4,5,71
STU-2603,7,57,t,7,7,49
STU-2604,6,90,t,9,3,79
STU-2605,6,83,t,6,3,69
STU-2606,6,70,f,4,2,56
STU-2607,9,52,t,8,0,47
STU-2608,2,65,f,9,9,41
STU-2609,1,83,f,7,2,58
STU-2610,6,51,t,4,0,38
STU-2611,8,57,t,8,5,52
STU-2612,3,48,t,9,7,25
STU-2613,1,88,f,7,2,62
STU-2614,9,60,t,9,3,60
STU-2615,1,87,t,4,4,63
STU-2616,3,88,t,8,6,72
STU-2617,8,92,f,6,5,84
STU-2618,3,95,t,7,1,74
STU-2619,4,79,t,4,6,61
STU-2620,8,82,f,8,7,77
STU-2621,1,63,f,6,0,36
STU-2622,6,73,f,9,5,65
STU-2623,1,47,t,8,8,23
STU-2624,1,83,t,6,6,60
STU-2625,8,92,f,4,4,83
STU-2626,4,72,t,8,9,56
STU-2627,1,62,f,8,9,37
STU-2628,7,52,f,5,8,43
STU-2629,5,93,f,7,1,76
STU-2630,5,92,f,8,6,83
STU-2631,1,88,f,6,8,63
STU-2632,6,53,t,7,1,39
STU-2633,9,53,t,4,9,48
STU-2634,9,55,t,7,5,53
STU-2635,8,88,t,5,8,84
STU-2636,5,77,f,4,2,63
STU-2637,1,97,t,8,7,73
STU-2638,9,99,f,9,4,99
STU-2639,1,78,f,4,6,52
STU-2640,8,65,t,4,2,58
STU-2641,5,65,t,5,7,50
STU-2642,3,40,f,6,1,18
STU-2643,7,71,t,4,7,62
STU-2644,7,96,t,6,1,87
STU-2645,9,54,t,7,6,53
STU-2646,7,91,t,9,1,87
STU-2647,3,60,f,5,6,37
STU-2648,1,57,f,8,0,31
STU-2649,8,69,t,4,5,63
STU-2650,3,99,f,9,9,81
STU-2651,8,97,f,9,6,95
STU-2652,8,52,t,6,3,45
STU-2653,5,63,t,4,0,48
STU-2654,1,69,f,9,5,47
STU-2655,7,41,f,5,3,31
STU-2656,5,58,f,8,2,43
STU-2657,8,86,t,7,3,82
STU-2658,9,83,f,7,5,80
STU-2659,7,86,f,6,4,76
STU-2660,7,64,t,9,1,57
STU-2661,1,89,f,7,1,64
STU-2662,4,53,t,6,2,35
STU-2663,2,45,t,8,5,24
STU-2664,2,51,f,4,0,30
STU-2665,2,59,t,5,6,38
STU-2666,4,62,t,8,7,45
STU-2667,1,69,f,8,6,44
STU-2668,4,69,t,7,2,53
STU-2669,2,77,f,7,5,53
STU-2670,5,97,t,5,3,84
STU-2671,3,69,t,4,4,47
STU-2672,8,80,f,8,2,76
STU-2673,4,69,f,9,4,57
STU-2674,1,96,f,7,5,71
STU-2675,1,97,t,8,7,74
STU-2676,3,75,f,4,5,54
STU-2677,9,88,t,6,8,84
STU-2678,7,73,f,4,9,62
STU-2679,2,55,t,8,9,35
STU-2680,9,63,f,8,9,62
STU-2681,2,53,t,5,9,30
STU-2682,3,65,f,8,3,47
STU-2683,2,47,t,7,1,25
STU-2684,3,53,t,9,8,40
STU-2685,6,70,t,5,2,56
STU-2686,9,41,t,8,6,38
STU-2687,9,87,f,4,3,86
STU-2688,7,43,t,8,0,38
STU-2689,3,40,f,4,7,17
STU-2690,4,94,t,4,3,75
STU-2691,6,59,f,8,5,48
STU-2692,5,98,t,4,6,87
STU-2693,2,53,t,9,7,32
STU-2694,6,79,f,6,9,68
STU-2695,3,64,f,5,1,42
STU-2696,8,99,t,8,8,96
STU-2697,2,64,f,6,9,42
STU-2698,1,42,f,4,2,18
STU-2699,9,44,f,4,0,41
STU-2700,3,77,t,5,1,54
STU-2701,1,93,f,6,7,67
STU-2702,7,65,t,6,9,57
STU-2703,5,79,f,8,5,65
STU-2704,5,77,f,4,0,62
STU-2705,1,77,t,7,8,56
STU-2706,9,43,f,8,6,39
STU-2707,7,46,f,8,9,38
STU-2708,8,69,f,8,2,65
STU-2709,9,69,f,5,6,68
STU-2710,6,95,f,5,5,82
STU-2711,5,58,f,8,2,44
STU-2712,6,78,f,9,7,67
STU-2713,2,74,t,7,0,53
STU-2714,4,79,t,6,4,61
STU-2715,3,72,t,6,7,53
STU-2716,7,72,t,4,2,61
STU-2717,9,53,t,6,9,49
STU-2718,5,77,f,6,5,61
STU-2719,6,49,t,7,9,38
STU-2720,2,96,t,6,1,76
STU-2721,3,67,f,7,8,47
STU-2722,3,53,t,5,1,32
STU-2723,9,75,f,7,4,71
STU-2724,7,77,f,5,2,69
STU-2725,8,55,t,7,9,53
STU-2726,9,99,t,8,8,100
STU-2727,6,60,f,9,8,49
STU-2728,4,67,f,5,6,48
STU-2729,1,72,t,5,9,45
STU-2730,8,45,f,6,4,40
STU-2731,7,80,t,5,8,71
STU-2732,2,54,t,7,6,34
STU-2733,8,83,t,8,1,76
STU-2734,5,42,t,8,9,29
STU-2735,7,82,f,6,0,71
STU-2736,4,86,f,7,9,69
STU-2737,5,74,t,7,9,58
STU-2738,8,53,t,4,3,43
STU-2739,1,41,f,5,9,17
STU-2740,1,68,f,6,7,41
STU-2741,4,43,f,8,5,27
STU-2742,3,65,f,9,1,45
STU-2743,2,90,f,4,4,65
STU-2744,3,51,t,7,8,31
STU-2745,1,41,t,5,5,14
STU-2746,1,56,t,8,5,33
STU-2747,6,74,t,4,6,60
STU-2748,5,49,f,7,4,34
STU-2749,8,87,f,8,2,82
STU-2750,2,61,t,8,2,40
STU-2751,4,80,t,7,4,66
STU-2752,8,82,f,7,3,76
STU-2753,6,60,t,6,4,46
STU-2754,1,54,t,8,8,31
STU-2755,4,74,f,7,4,57
STU-2756,1,87,f,9,3,65
STU-2757,2,60,f,9,3,38
STU-2758,5,60,t,4,0,46
STU-2759,8,60,f,5,9,53
STU-2760,8,99,f,9,3,97
STU-2761,3,83,t,6,3,63
STU-2762,4,71,f,7,8,55
STU-2763,6,94,t,5,3,79
STU-2764,3,44,t,6,6,26
STU-2765,2,78,t,8,0,55
STU-2766,6,48,t,5,6,37
STU-2767,5,92,f,9,1,78
STU-2768,5,57,t,6,7,45
STU-2769,5,60,f,7,0,45
STU-2770,5,47,f,7,9,34
STU-2771,3,83,f,6,2,66
STU-2772,7,91,f,8,7,79
STU-2773,6,73,f,9,9,63
STU-2774,4,49,t,6,7,32
STU-2775,2,90,f,4,4,64
STU-2776,9,80,t,6,4,78
STU-2777,1,96,t,6,7,69
STU-2778,4,63,t,9,9,46
STU-2779,1,79,f,7,4,54
STU-2780,6,63,f,8,8,51
STU-2781,4,95,f,6,0,78
STU-2782,5,71,f,5,4,54
STU-2783,5,95,t,7,2,80
STU-2784,9,72,f,7,2,67
STU-2785,1,77,f,6,1,48
STU-2786,2,83,t,9,2,61
STU-2787,6,96,t,5,6,83
STU-2788,5,95,t,6,7,82
STU-2789,7,90,t,5,7,78
STU-2790,3,98,t,7,7,78
STU-2791,3,88,t,5,0,70
STU-2792,2,73,t,6,6,48
STU-2793,3,50,f,4,1,26
STU-2794,1,70,f,4,9,46
STU-2795,5,57,t,5,3,42
STU-2796,5,62,t,9,4,46
STU-2797,7,99,f,6,0,91
STU-2798,4,61,t,8,3,47
STU-2799,3,82,t,4,3,61
STU-2800,1,57,t,7,8,31
STU-2801,8,79,t,6,8,71
STU-2802,3,86,t,6,9,66
STU-2803,2,80,f,4,0,52
STU-2804,4,86,t,8,7,71
STU-2805,3,78,t,7,3,60
STU-2806,1,59,t,8,3,32
STU-2807,3,52,f,7,4,33
STU-2808,2,84,f,4,1,56
STU-2809,8,40,t,6,0,32
STU-2810,6,91,t,7,4,76
STU-2811,9,43,t,6,6,40
STU-2812,8,63,t,5,9,60
STU-2813,3,75,f,5,8,54
STU-2814,5,75,f,4,1,59
STU-2815,7,84,t,4,7,74
STU-2816,5,41,t,9,6,29
STU-2817,8,67,f,4,1,61
STU-2818,5,65,f,5,4,50
STU-2819,1,62,t,7,6,36
STU-2820,5,54,t,8,2,41
STU-2821,4,75,t,4,1,60
STU-2822,6,66,f,8,5,56
STU-2823,3,45,f,8,9,23
STU-2824,5,74,f,5,5,63
STU-2825,2,78,f,9,3,54
STU-2826,6,77,t,7,0,64
STU-2827,6,74,f,5,4,64
STU-2828,5,75,f,4,0,58
STU-2829,6,49,f,5,7,38
STU-2830,7,69,t,5,1,60
STU-2831,5,92,f,5,8,79
STU-2832,1,80,f,4,8,57
STU-2833,8,77,f,4,2,69
STU-2834,4,68,t,5,5,51
STU-2835,9,91,f,5,8,86
STU-2836,6,98,t,8,6,90
STU-2837,1,82,t,7,3,57
STU-2838,3,78,f,8,2,61
STU-2839,3,89,t,9,1,71
STU-2840,4,43,f,7,9,30
STU-2841,6,44,t,9,9,34
STU-2842,7,43,t,7,0,34
STU-2843,4,75,f,5,9,58
STU-2844,6,98,f,8,0,85
STU-2845,1,84,t,7,3,55
STU-2846,8,55,t,9,3,51
STU-2847,7,64,t,7,8,53
STU-2848,9,53,t,4,9,51
STU-2849,3,50,f,7,0,31
STU-2850,2,68,t,5,3,44
STU-2851,1,73,t,6,2,48
STU-2852,3,61,f,4,8,41
STU-2853,5,53,t,6,4,40
STU-2854,2,95,f,5,8,72
STU-2855,3,63,f,6,9,41
STU-2856,4,98,f,7,5,78
STU-2857,7,78,t,6,8,70
STU-2858,3,65,f,8,0,41
STU-2859,9,82,f,5,3,78
STU-2860,8,75,f,8,3,70
STU-2861,4,78,t,6,9,61
STU-2862,1,55,t,8,9,33
STU-2863,1,97,t,4,5,71
STU-2864,1,77,t,6,9,51
STU-2865,1,98,f,9,0,72
STU-2866,8,71,f,8,9,69
STU-2867,3,45,f,7,4,21
STU-2868,6,73,t,6,2,61
STU-2869,3,95,f,9,0,76
STU-2870,5,47,t,4,5,30
