attendance_rate,cat_score,prev_mean_grade,helb_status,final_score
46.95,51.37,87.87,0,48.44
93.11,47.31,58.09,0,63.97
69.36,42.94,50.88,0,47.78
48.5,67.94,47.1,0,54.81
49.16,57.97,65.91,1,49.59
81.25,60.82,42.01,0,61.72
42.84,79.12,47.62,0,47.6
57.2,79.98,48.05,1,69.96
48.39,35.31,52.74,0,41.03
66.46,69.72,48.73,1,61.93
64.86,63.38,73.35,1,68.91
71.31,53.08,62.88,1,67.46
56.78,64.92,65.07,1,65.1
41.92,34.1,68.99,1,37.95
76.86,81.94,56.32,1,73.03
62.42,67.72,39.63,1,55.74
79.08,47.02,90.49,1,70.89
46.52,51.22,74.7,1,47.85
40.83,34.45,87.03,0,45.4
54.9,55.29,76.62,0,53.07
67.39,52.76,49.71,1,52.82
63.64,40.12,20.0,1,39.49
88.62,71.65,35.88,1,65.0
62.67,79.15,69.46,0,63.03
71.83,59.59,56.17,0,56.42
75.61,55.42,50.44,1,63.71
41.31,66.52,20.0,1,42.7
70.91,59.71,57.76,0,50.11
60.69,43.77,38.53,1,46.52
65.28,50.21,44.96,1,59.49
46.02,55.55,73.3,1,53.65
86.97,63.72,39.48,1,64.93
96.54,60.14,41.19,0,64.1
41.34,63.16,61.34,0,43.4
76.08,37.13,73.7,0,58.6
85.83,69.98,50.75,0,67.66
57.09,60.05,84.41,0,65.34
87.25,98.29,34.98,1,73.58
77.94,54.19,31.83,1,54.93
95.75,64.85,30.29,0,55.61
98.86,100.0,28.26,1,79.15
42.54,62.91,64.06,1,45.52
66.7,58.99,40.4,1,53.44
72.82,45.2,32.62,1,53.39
48.8,82.92,64.84,0,58.82
60.18,42.61,72.83,0,53.65
99.26,66.41,76.92,1,71.77
40.97,52.9,73.76,0,46.79
67.15,57.16,41.47,1,53.93
90.56,38.64,62.97,0,60.64
59.43,80.15,66.94,1,68.83
68.79,55.83,49.45,1,51.75
98.68,41.77,60.97,1,58.8
68.49,78.79,35.47,0,58.5
47.86,52.44,46.7,1,43.84
43.1,65.02,64.69,1,47.74
96.72,72.62,85.14,1,79.78
55.95,67.11,78.73,1,71.78
70.24,27.05,69.9,1,58.75
45.44,70.43,59.43,1,54.56
65.42,58.49,56.65,1,59.93
95.81,55.06,31.94,1,57.47
70.14,58.36,42.96,1,60.26
98.27,35.85,43.55,1,55.49
55.53,62.88,68.35,0,64.46
70.27,39.53,75.01,0,61.48
91.57,55.71,71.26,1,72.58
66.9,62.34,79.29,1,67.71
56.77,76.11,59.3,0,61.72
91.33,47.71,40.31,1,51.98
63.39,81.77,57.1,0,66.34
71.84,74.2,44.95,0,61.81
98.59,53.56,69.84,1,65.94
51.19,43.37,51.54,1,59.69
58.08,38.34,56.23,1,53.68
41.86,64.08,70.49,1,50.1
63.51,48.94,44.66,1,61.59
52.01,77.99,75.35,1,68.76
80.8,49.81,33.74,1,58.07
50.88,46.49,63.52,0,52.29
80.49,63.5,56.36,0,61.82
55.81,49.71,72.89,0,55.86
61.31,60.13,33.26,0,56.4
60.93,74.79,30.45,0,58.79
83.01,61.76,71.5,0,67.68
67.99,61.81,50.96,0,50.07
61.68,63.08,56.37,1,63.02
91.16,34.6,46.12,0,47.29
74.32,65.88,74.43,0,70.6
52.83,62.4,63.39,0,55.58
94.01,73.39,62.33,0,70.15
60.56,69.09,36.95,1,55.42
42.34,56.97,67.03,1,53.92
69.68,75.49,40.14,1,56.58
47.44,55.61,46.15,1,47.29
54.31,63.71,33.42,1,54.68
84.83,55.33,55.18,1,64.0
47.85,66.93,77.16,0,53.25
88.42,54.35,62.08,0,65.83
96.21,84.71,50.05,1,75.0
76.39,90.26,59.96,1,75.09
82.62,73.11,59.87,1,72.15
82.82,83.12,59.19,0,79.42
99.57,36.91,61.19,1,56.72
60.49,38.68,39.28,1,49.11
49.77,55.18,59.92,1,48.31
71.15,60.62,26.41,1,53.36
71.99,57.03,68.36,0,56.57
50.67,35.37,38.15,0,33.03
76.79,77.27,79.2,0,76.18
40.85,92.31,20.0,0,40.71
95.66,79.21,88.14,1,90.02
55.87,76.28,28.49,0,49.94
42.37,63.39,36.4,0,42.31
46.49,47.36,63.38,0,40.83
54.41,61.09,69.14,1,60.56
56.43,91.58,52.9,0,63.62
41.97,54.72,74.07,0,49.75
56.76,53.18,43.66,1,55.86
51.58,76.61,50.81,0,58.49
62.72,77.61,52.56,1,68.8
63.11,47.28,48.31,0,50.79
60.34,56.08,23.18,1,43.51
59.68,52.47,57.56,1,59.14
45.38,61.05,55.93,0,44.62
41.51,76.56,77.41,1,49.73
52.13,47.94,34.85,0,42.64
85.4,76.34,46.49,0,60.03
99.45,61.52,79.66,1,72.71
95.71,94.89,63.28,1,83.48
70.25,64.78,67.89,0,64.75
71.91,58.55,66.16,1,62.23
58.87,68.62,66.24,0,65.28
86.44,54.94,90.78,0,71.76
85.89,33.07,59.65,0,52.74
90.66,56.39,39.8,1,61.71
93.73,56.16,69.5,1,75.94
66.06,36.12,47.8,1,41.48
86.01,58.9,56.02,1,71.39
88.38,28.99,64.66,1,55.55
58.51,54.78,43.22,0,47.79
95.75,63.65,48.81,0,63.66
45.66,61.45,66.57,1,48.69
99.66,53.83,48.12,0,58.15
86.21,58.72,75.52,0,72.41
45.6,48.24,40.25,0,36.94
79.37,60.16,40.19,0,49.59
42.05,60.87,92.31,1,61.53
86.21,46.5,30.46,1,55.97
87.95,64.02,57.52,1,63.13
76.14,63.92,91.33,1,76.95
91.41,57.51,57.49,1,69.93
45.87,96.32,82.24,0,60.82
56.56,57.89,69.74,1,63.7
64.85,55.81,57.87,0,54.58
42.55,53.66,55.65,1,47.39
66.89,45.44,20.0,1,41.75
55.91,70.29,52.26,0,63.03
63.56,49.71,62.18,1,57.96
65.51,51.48,62.17,1,57.63
92.76,51.93,100.0,1,75.53
56.22,45.23,63.06,0,56.15
93.62,33.73,69.34,0,56.64
65.56,53.06,78.97,1,69.98
59.67,73.1,67.73,1,69.37
70.15,62.95,56.45,0,55.35
65.06,83.41,56.54,1,70.53
55.44,71.26,51.69,1,62.13
70.16,67.86,66.0,0,59.95
49.11,88.24,54.93,0,56.82
61.12,58.54,69.25,0,62.97
73.95,60.95,39.84,0,60.61
64.8,59.83,60.64,0,63.97
89.43,83.16,85.94,0,91.8
55.4,60.04,53.96,1,58.35
98.19,50.28,91.17,1,78.72
87.08,68.82,60.95,0,66.28
98.06,47.76,56.98,0,69.79
90.29,68.0,60.1,0,65.38
48.53,66.21,52.39,0,54.87
71.59,57.16,22.35,1,58.67
50.2,68.49,73.84,0,60.09
89.09,37.68,97.47,1,75.48
75.05,62.44,66.65,1,69.81
55.81,53.06,67.74,1,58.29
95.78,100.0,54.71,1,83.31
46.91,62.34,78.84,1,57.63
73.83,51.05,57.29,1,61.99
83.26,39.33,62.81,0,63.08
43.53,79.58,29.83,1,49.86
75.87,54.75,48.47,0,53.73
88.95,48.13,64.61,0,65.39
44.05,65.04,74.33,1,48.54
70.73,69.75,74.83,1,70.59
55.51,69.51,29.57,0,50.5
79.78,60.3,31.4,1,60.41
47.12,62.39,68.51,0,57.63
96.22,63.48,44.56,1,67.92
93.68,65.05,74.1,1,74.42
51.16,66.37,28.66,0,46.32
59.4,76.42,56.23,0,66.6
75.26,60.85,57.38,1,63.87
83.08,47.75,66.65,0,59.4
66.56,57.84,39.44,1,59.75
49.38,71.31,22.6,0,45.4
46.25,33.2,61.08,0,33.17
99.99,33.29,67.48,1,57.4
67.32,73.77,76.13,1,72.81
92.35,82.8,51.55,0,67.96
68.94,41.02,71.96,1,54.8
95.34,61.51,66.74,0,65.57
45.27,54.01,81.8,0,55.07
46.84,56.09,57.0,1,50.23
95.78,64.58,26.86,1,71.87
96.85,40.61,56.78,1,59.61
58.88,43.39,59.59,1,59.91
61.31,55.48,67.33,1,64.08
67.15,57.82,30.41,0,48.16
64.97,43.11,52.38,1,53.25
51.4,71.84,73.63,0,62.49
93.9,53.74,56.13,1,67.27
55.2,53.67,52.5,1,59.39
82.32,64.24,92.31,1,76.71
44.03,58.07,38.74,1,45.59
42.33,72.56,80.2,0,61.8
79.22,46.0,76.38,0,68.68
60.34,39.04,53.95,1,46.91
79.33,55.35,57.41,0,60.39
45.64,60.9,57.34,0,49.09
96.99,41.39,61.28,1,59.51
84.91,39.18,47.3,0,47.57
92.58,62.73,50.29,0,64.47
48.19,48.63,51.61,1,41.86
59.21,38.21,52.18,0,46.79
62.1,74.48,52.41,0,60.16
72.23,50.52,20.0,0,54.4
57.81,77.25,59.76,1,65.39
43.64,60.43,48.51,1,48.27
62.13,64.42,24.4,0,51.91
55.27,56.83,51.7,1,49.67
63.16,20.17,51.14,0,47.16
51.82,42.95,80.95,1,61.56
55.71,58.11,48.29,0,53.63
77.62,65.47,70.02,1,75.02
63.29,33.15,82.89,1,58.6
60.72,59.2,46.69,1,60.71
72.03,43.17,57.15,0,46.55
86.31,63.52,89.12,1,81.22
62.73,59.71,62.12,0,60.24
75.25,71.15,64.73,1,71.57
97.97,76.0,50.67,1,70.71
71.32,66.88,70.37,1,68.98
94.59,72.91,57.29,1,73.04
87.62,54.74,25.02,1,51.16
43.52,100.0,51.61,1,63.3
65.75,41.72,36.7,0,52.09
81.9,52.08,60.02,0,55.09
99.2,73.52,41.5,1,72.65
67.5,71.29,66.61,1,67.77
45.57,67.31,58.81,1,49.97
73.72,70.13,35.54,1,61.54
47.59,28.75,49.13,1,35.42
85.09,83.84,69.17,0,77.12
70.46,56.94,78.66,0,60.83
83.41,78.69,41.76,1,73.14
92.16,29.5,38.25,0,48.55
77.74,63.85,93.12,0,76.51
76.75,51.55,57.82,1,66.48
85.27,68.58,59.65,0,60.09
90.55,64.76,44.69,1,68.67
92.14,65.49,61.87,1,71.33
42.19,44.12,88.87,1,55.55
73.37,59.15,62.58,1,61.89
52.98,57.3,77.17,1,67.41
91.62,67.43,58.52,1,67.36
78.9,74.84,39.54,1,67.13
65.21,62.26,45.7,0,57.31
51.29,40.86,37.88,0,41.59
60.34,61.61,61.92,1,58.45
82.23,99.17,80.03,1,86.27
52.26,84.69,60.9,0,69.71
45.61,20.0,52.46,0,35.19
93.28,60.95,43.79,0,69.93
85.85,73.98,64.4,0,73.5
51.99,57.27,35.71,0,48.98
57.54,53.1,37.59,1,53.13
98.32,56.0,74.2,1,81.33
82.49,68.28,53.0,1,70.05
76.63,42.77,52.65,1,57.05
58.46,77.83,54.96,0,62.08
57.95,59.16,71.07,1,63.15
42.37,45.97,60.98,1,45.4
83.71,76.87,44.62,1,66.02
42.59,36.82,45.27,0,30.22
40.29,51.67,54.49,1,43.3
83.77,51.42,63.44,1,63.21
96.93,92.16,57.36,0,81.35
85.39,49.72,55.76,1,65.17
68.3,27.68,58.83,0,48.79
69.16,51.27,57.35,1,61.44
66.17,66.83,43.95,1,61.09
59.48,71.76,77.93,0,52.85
71.3,94.15,49.32,0,67.39
65.87,81.1,60.33,1,73.71
75.89,62.82,20.91,1,51.26
93.89,46.63,54.13,1,66.35
99.7,84.36,38.21,0,74.59
44.72,54.47,40.38,1,40.43
63.08,50.13,100.0,1,67.96
50.84,53.74,62.49,0,54.42
61.13,41.22,80.07,0,57.29
57.25,53.02,73.4,1,64.49
50.47,56.5,75.7,1,52.93
85.84,70.96,54.42,0,64.31
69.78,54.18,86.92,1,65.56
95.15,40.99,73.24,1,56.76
41.96,35.94,58.74,0,34.29
44.02,63.14,62.74,0,42.32
64.2,61.09,55.54,0,56.87
44.82,51.69,58.94,0,41.07
55.76,52.99,57.22,0,55.55
99.16,65.83,64.87,1,73.76
52.54,80.86,89.32,0,66.39
51.89,48.3,36.31,1,49.1
74.42,61.33,78.56,1,80.66
69.88,74.37,51.37,0,67.94
74.83,48.36,80.85,0,66.56
62.6,59.77,52.0,0,55.68
89.61,59.43,65.43,1,68.15
48.31,40.33,55.14,1,39.21
65.7,62.53,26.85,1,54.7
81.39,60.47,89.3,1,71.07
92.09,68.33,41.03,1,67.68
62.17,42.2,59.51,1,52.28
74.06,60.15,39.06,1,51.73
44.15,80.73,33.93,1,46.68
50.22,91.16,54.31,1,73.99
44.15,79.2,47.32,0,50.38
83.67,42.34,36.96,1,39.39
57.28,66.77,57.36,1,59.71
83.42,52.75,31.33,1,59.41
43.98,64.26,60.26,1,49.8
91.75,48.42,55.71,0,62.64
90.13,34.3,20.0,1,45.48
45.34,54.83,48.58,1,44.98
41.43,70.84,66.43,1,54.85
43.38,64.32,38.86,0,38.86
91.22,66.04,67.21,0,72.85
54.08,63.25,65.79,0,65.92
72.9,66.07,39.68,0,59.27
65.57,67.94,57.78,1,65.46
87.73,55.88,72.85,0,64.15
69.33,61.24,42.22,1,62.53
70.04,86.15,54.3,1,69.99
99.35,62.13,78.7,1,79.8
49.01,60.64,42.56,1,48.61
89.84,61.54,66.26,1,75.18
43.1,56.73,38.57,0,42.43
68.66,53.47,55.1,0,60.39
93.18,63.13,66.04,1,67.57
79.91,52.41,20.0,0,44.96
81.11,57.82,48.38,0,53.77
55.8,48.14,65.73,1,51.7
65.11,61.62,62.07,1,69.92
61.99,68.76,48.6,0,54.76
71.29,56.82,38.12,1,51.84
67.73,29.87,69.31,0,51.36
59.61,68.86,52.2,0,56.24
58.33,61.8,67.82,0,69.96
55.05,45.1,64.84,0,51.76
61.9,71.6,49.95,0,61.95
49.0,39.02,77.31,1,44.65
92.33,75.68,47.3,0,61.88
76.13,59.14,79.43,0,64.92
48.03,25.97,81.78,0,38.04
81.63,62.67,76.9,0,66.9
90.86,53.91,54.75,1,58.72
54.25,51.65,100.0,0,66.23
49.04,48.93,60.73,1,45.23
40.52,58.09,62.34,1,42.24
42.84,52.72,57.6,0,42.95
85.74,32.15,37.66,1,53.5
99.23,79.08,81.31,1,89.54
42.69,56.33,47.7,1,34.21
84.88,49.02,74.55,0,61.79
44.31,43.07,78.87,0,40.12
75.53,71.56,68.86,1,69.62
85.36,40.52,45.54,1,61.46
61.55,62.01,51.86,0,54.1
40.66,51.25,20.0,1,31.24
75.71,52.12,55.9,0,54.69
99.47,43.45,72.45,1,75.12
55.46,50.7,53.72,0,42.55
51.37,60.13,47.38,1,53.18
47.44,63.53,52.64,1,45.83
73.32,48.22,79.88,1,59.23
75.79,58.64,57.02,1,68.24
87.54,73.33,91.44,1,75.47
85.18,35.06,47.73,1,52.6
93.55,59.91,61.91,1,69.91
88.35,45.74,50.2,0,54.02
54.84,44.21,95.34,1,57.67
73.35,63.92,61.23,0,62.82
57.84,51.82,96.31,0,62.5
59.79,41.75,50.44,0,51.68
95.92,79.86,85.5,1,87.54
80.91,73.8,60.12,0,76.59
98.48,31.02,73.06,1,64.26
65.01,37.88,36.05,1,49.32
72.25,68.9,64.27,0,64.59
69.23,55.73,38.76,0,59.46
46.44,82.51,62.63,1,59.29
54.2,69.25,30.67,1,54.15
71.66,64.49,56.31,1,66.98
44.04,44.67,77.72,0,43.22
95.89,67.37,67.86,1,73.43
47.43,40.86,35.79,1,37.78
51.88,79.58,23.83,1,58.79
85.92,66.33,66.95,1,74.66
45.82,47.63,86.46,0,49.67
94.02,72.07,40.65,1,69.67
83.54,93.62,95.75,1,94.53
44.12,56.74,57.88,1,43.08
81.51,68.26,22.74,0,55.64
77.9,53.52,29.9,0,39.64
85.44,61.28,71.86,1,74.67
89.69,37.39,60.33,1,57.1
83.1,59.99,84.68,1,71.45
75.17,60.65,36.43,1,57.78
59.35,86.98,60.13,0,70.91
81.84,33.07,58.12,0,62.53
97.42,55.79,55.43,0,58.47
75.25,79.32,51.11,1,66.39
79.86,56.37,51.47,1,63.24
66.23,57.43,61.14,1,59.32
85.37,47.5,63.45,1,67.27
99.86,46.01,62.55,0,63.04
49.62,32.61,79.71,0,46.75
52.14,50.56,36.38,1,47.67
72.37,45.16,25.39,0,47.55
68.88,61.77,76.31,1,65.26
74.29,48.18,41.02,0,59.44
42.94,52.81,51.17,0,33.85
64.26,53.22,46.98,1,53.05
74.98,59.28,46.6,0,52.07
75.11,52.07,31.75,1,56.79
79.44,44.07,47.75,0,55.59
83.21,61.29,69.69,1,65.63
78.49,76.01,57.93,0,72.38
87.41,61.93,67.08,1,68.22
77.49,50.85,49.07,1,60.47
72.25,58.15,74.25,0,67.42
76.37,29.24,48.85,0,46.38
46.07,57.91,20.05,0,37.68
56.39,53.99,63.7,1,58.65
71.64,46.0,71.81,0,60.79
92.38,48.72,47.93,0,57.39
80.74,53.85,79.59,1,62.55
45.42,74.89,42.69,1,49.63
75.54,76.38,70.07,0,67.94
53.3,46.08,89.41,0,65.73
84.04,52.23,58.66,1,58.5
89.65,52.61,53.92,0,65.98
75.61,72.14,56.1,1,67.93
75.48,62.18,87.31,0,72.82
60.32,61.39,65.25,1,57.96
66.78,68.04,96.6,1,75.79
91.85,51.05,63.03,1,64.11
83.4,80.46,46.23,1,79.21
71.19,59.97,47.5,1,57.58
62.09,47.16,59.11,1,61.29
43.02,56.56,21.26,1,40.79
48.58,78.48,49.45,1,58.86
51.58,53.62,49.85,0,48.35
62.4,74.24,62.32,1,75.23
96.65,50.62,92.95,1,84.83
70.31,48.52,58.99,1,60.68
54.09,69.89,23.39,1,50.74
46.35,46.89,41.55,1,35.93
60.3,72.34,62.72,1,68.77
88.94,65.27,59.67,1,70.7
63.0,46.9,87.24,1,65.97
86.35,58.93,75.28,0,63.67
88.16,51.77,74.74,0,66.77
46.65,65.23,54.09,1,54.75
76.52,88.32,77.78,0,81.79
97.55,54.44,41.87,1,61.48
64.13,68.01,75.43,1,69.57
43.06,60.37,52.92,0,38.21
95.4,60.36,31.94,1,59.21
93.02,57.52,68.68,1,69.86
71.33,47.14,83.16,1,68.73
73.14,65.03,50.68,0,57.87
52.7,55.67,86.13,1,61.53
89.17,46.43,28.19,1,56.92
69.92,75.21,36.46,1,60.81
42.03,61.49,55.36,1,44.62
80.98,56.58,51.33,1,65.89
97.03,80.1,45.99,0,72.83
89.75,32.46,60.41,0,54.56
56.63,79.09,48.49,1,62.85
43.2,46.8,51.54,0,40.06
96.42,63.17,63.01,1,74.67
96.22,51.18,45.98,1,63.63
71.94,46.15,56.09,1,58.34
78.54,79.71,46.38,1,66.91
67.76,87.84,36.3,0,61.52
65.19,56.68,71.75,0,61.17
47.17,65.03,88.74,1,56.78
45.81,60.85,77.16,1,50.91
53.96,85.96,63.97,1,70.49
90.2,28.3,46.45,0,53.7
48.75,65.66,52.84,1,42.2
53.6,49.09,77.03,0,56.1
72.92,24.66,20.0,0,37.19
52.91,54.59,51.46,1,59.2
49.79,87.72,71.21,0,68.85
73.8,50.16,37.51,0,50.23
62.09,71.86,65.62,0,72.91
77.57,77.98,64.79,1,75.78
94.73,59.81,31.82,0,61.71
49.06,61.81,59.57,0,43.86
94.81,34.26,46.89,0,55.1
94.15,49.26,65.49,1,71.0
89.75,73.61,70.06,0,71.17
77.88,60.91,65.18,1,57.25
77.21,65.51,59.31,1,68.08
78.35,62.0,63.2,1,66.75
81.43,92.88,36.83,0,74.58
40.99,53.54,57.45,1,43.17
97.49,84.08,43.66,0,69.1
75.14,62.0,76.57,0,63.13
86.89,85.41,70.3,1,78.25
62.64,41.63,70.25,0,65.72
40.74,62.77,88.84,0,48.84
70.58,54.09,52.06,0,50.98
70.43,62.09,48.12,0,57.92
66.22,78.34,51.64,0,72.21
60.38,65.68,29.16,0,54.27
54.99,78.31,30.58,1,64.39
71.65,49.95,69.18,0,58.61
62.52,47.66,32.89,0,40.54
98.2,60.24,38.65,1,62.74
50.38,59.42,56.17,1,57.03
59.18,57.21,50.58,1,57.25
57.64,45.62,73.94,1,58.57
72.6,77.98,59.09,0,70.37
69.96,54.56,43.63,0,50.96
78.62,81.39,75.49,1,75.02
97.0,60.19,71.12,1,69.14
57.11,69.73,32.6,1,56.88
81.57,68.37,62.54,1,71.06
41.5,47.64,45.13,1,43.88
55.74,65.51,44.65,0,60.91
67.82,88.92,91.65,0,75.91
41.86,63.77,60.24,1,50.36
77.06,73.52,54.08,0,65.11
80.7,70.4,59.53,0,61.14
84.8,64.61,73.74,1,71.26
70.99,62.8,45.37,0,63.99
76.24,68.21,48.44,1,62.48
63.76,71.45,69.82,0,63.34
42.48,39.72,30.7,1,32.21
46.0,63.71,75.83,0,56.61
79.3,57.24,29.11,0,51.59
99.73,54.13,53.58,1,67.59
40.95,79.44,29.22,1,37.55
73.46,49.0,38.99,0,53.47
85.06,39.08,81.36,0,63.91
89.61,71.94,76.8,0,78.82
72.71,38.69,78.72,0,51.53
77.19,31.08,31.92,1,44.97
81.8,73.62,39.08,1,69.51
91.54,62.38,64.12,1,69.1
47.34,67.09,70.88,0,53.3
95.57,53.36,43.61,1,61.12
41.56,39.23,47.58,1,35.53
90.17,42.21,37.64,0,57.04
44.6,55.92,87.85,0,47.56
51.68,40.91,49.45,1,48.6
40.23,64.61,58.56,1,50.68
66.72,53.06,59.51,0,60.95
60.06,62.78,77.9,1,67.25
49.96,62.33,40.86,1,49.81
67.07,65.8,79.03,1,70.76
64.14,67.49,34.98,1,58.16
86.06,54.84,78.98,0,68.87
93.59,62.76,27.12,0,60.5
79.15,63.54,56.12,1,68.44
47.46,23.57,87.26,1,40.05
57.72,69.7,70.55,0,65.45
94.8,62.25,65.58,1,74.69
45.32,68.46,39.13,1,52.43
64.41,40.7,44.77,0,43.47
96.55,55.26,82.2,0,74.45
97.04,43.63,66.5,0,61.9
64.67,71.17,74.02,0,68.69
80.04,38.92,59.33,1,53.81
67.4,46.07,52.93,0,52.68
85.21,68.01,71.8,1,75.46
41.89,50.56,62.67,0,39.11
48.65,46.07,54.94,1,49.45
76.85,73.6,32.55,0,53.27
53.95,74.22,75.17,1,71.89
79.96,70.83,65.92,0,59.47
61.07,72.73,47.09,1,61.51
93.2,56.53,79.23,0,72.97
89.16,56.93,62.39,1,70.99
69.57,50.28,62.74,0,57.4
86.37,62.52,73.91,0,69.06
56.27,52.08,70.04,1,62.64
69.66,53.5,63.29,0,63.03
51.85,69.0,54.61,1,66.58
91.65,77.77,93.71,1,80.91
89.38,65.97,44.79,0,62.55
94.13,86.91,71.43,1,74.71
92.65,49.42,56.49,0,55.92
97.58,32.43,66.18,1,59.26
53.7,70.72,80.2,0,70.32
95.91,48.42,52.39,1,61.67
74.27,55.89,68.83,1,64.8
65.35,33.45,62.78,0,51.58
73.62,46.51,46.46,1,52.83
60.56,37.47,80.65,0,48.09
57.31,53.49,70.8,1,58.41
54.48,54.08,50.18,0,51.24
44.95,61.35,77.86,0,54.28
69.79,78.6,43.03,0,61.9
93.27,70.15,57.48,1,74.53
77.81,35.67,50.27,1,57.29
71.26,69.12,71.52,1,75.52
65.72,61.68,49.37,1,60.86
67.86,58.53,71.65,1,61.66
52.56,59.66,68.7,1,56.94
89.38,63.07,51.25,1,62.58
51.9,49.62,90.93,0,57.31
83.0,57.26,44.59,1,61.78
85.6,77.76,32.64,0,70.79
74.49,49.44,73.41,1,65.78
91.78,44.55,20.0,0,48.04
57.46,59.07,84.85,0,68.62
92.9,43.04,59.83,1,59.72
83.76,34.16,32.31,0,50.28
87.92,54.83,40.93,1,64.47
79.87,81.73,28.59,1,65.34
90.78,59.42,64.89,1,78.62
99.59,62.68,34.12,1,68.91
65.21,28.05,67.04,0,49.75
88.83,66.57,52.51,0,65.19
84.67,61.4,49.44,1,63.11
67.17,50.03,67.17,0,57.93
95.62,62.7,69.22,0,70.59
63.67,62.55,78.62,0,64.5
73.93,44.11,46.59,1,53.86
46.36,64.98,57.46,1,46.25
53.55,77.96,46.56,0,57.21
90.44,56.58,60.93,0,58.5
63.79,46.99,43.99,1,54.16
63.65,57.34,50.37,0,55.63
54.76,72.82,50.46,0,58.51
69.5,41.61,63.28,0,58.21
88.35,68.68,58.05,1,67.65
93.71,49.83,67.11,0,62.15
44.21,63.63,56.07,0,40.63
74.49,51.54,47.56,1,62.07
68.04,51.49,61.44,0,59.93
76.86,82.85,41.49,1,73.96
66.84,38.86,68.24,1,63.78
63.92,67.28,52.86,1,61.21
68.31,85.97,61.68,0,67.91
74.92,70.28,61.96,0,59.34
70.06,40.03,86.83,1,59.88
68.33,40.78,64.87,0,53.24
89.07,48.73,59.32,1,55.83
84.74,62.37,45.54,0,56.74
60.48,63.39,72.44,1,66.11
88.03,40.92,53.14,0,59.57
91.22,46.91,30.54,1,52.42
49.21,47.83,54.49,0,41.84
74.96,57.29,61.45,0,68.9
57.12,89.77,43.27,1,59.65
84.35,46.0,55.87,1,65.17
54.33,45.35,56.71,1,54.85
80.28,43.0,56.99,0,61.08
55.31,69.53,80.22,0,70.68
70.67,59.38,34.39,1,53.4
96.92,46.56,94.61,0,72.81
62.88,54.56,57.41,1,53.33
92.54,48.13,68.44,0,62.37
99.22,64.44,60.3,1,73.0
92.49,100.0,26.93,1,75.92
49.95,68.26,38.98,0,47.78
89.18,58.61,48.56,0,67.97
41.93,50.03,75.89,1,48.02
63.6,39.85,33.08,1,51.05
92.24,71.01,42.6,0,66.39
81.33,70.19,60.97,1,65.56
71.96,53.01,66.51,1,62.99
63.27,78.2,65.97,1,71.29
88.74,60.32,40.29,1,59.34
82.57,71.62,29.24,1,57.97
68.1,64.44,67.7,1,63.03
93.55,57.34,83.8,0,70.64
53.8,45.68,51.78,0,45.38
50.22,57.82,37.4,0,53.17
78.57,72.63,50.26,0,55.02
98.32,52.38,65.09,0,66.96
54.84,66.6,53.8,1,62.77
54.98,43.76,83.33,0,54.02
48.37,71.7,74.65,1,58.31
91.63,64.69,61.32,0,67.02
53.58,41.97,22.82,0,38.38
70.19,56.64,45.54,0,57.88
99.45,73.97,48.14,1,75.21
40.73,41.11,44.56,0,31.27
73.39,43.94,61.43,0,49.96
70.74,58.96,61.81,1,64.79
88.45,92.0,27.87,0,65.3
61.32,49.91,72.48,0,56.43
64.62,67.43,58.29,0,62.66
50.08,63.9,64.44,0,56.89
84.45,51.16,71.41,0,65.7
87.08,62.42,44.19,0,71.3
48.2,53.28,80.66,1,56.74
63.61,54.63,55.45,1,64.18
93.57,35.08,85.23,1,69.84
40.16,59.63,41.91,1,43.08
57.93,73.49,83.89,0,72.18
73.3,60.86,41.73,0,58.38
60.05,76.36,100.0,1,82.98
56.32,68.7,40.87,0,55.19
67.6,59.11,77.02,1,62.73
50.89,50.58,51.48,1,47.01
71.78,52.71,70.87,1,66.58
82.4,37.94,57.27,0,50.19
74.52,55.99,38.36,0,56.66
45.59,62.19,20.0,0,40.88
90.66,85.73,100.0,0,86.86
50.5,67.92,59.31,0,63.58
85.89,47.03,20.0,1,51.88
61.63,38.41,63.45,0,51.64
86.97,56.9,70.41,0,67.28
52.38,72.18,45.13,0,53.24
51.2,56.69,45.25,1,49.58
69.82,68.13,57.64,0,56.56
41.98,57.28,79.65,0,47.72
53.52,70.76,59.8,1,72.26
83.44,36.04,84.34,0,56.38
90.24,84.06,78.36,0,75.81
44.85,43.31,53.88,0,35.11
92.92,71.91,29.73,1,61.94
87.85,55.92,53.92,1,65.96
92.18,58.26,67.48,1,68.48
81.91,56.38,59.08,1,64.33
80.45,63.83,69.42,1,67.3
71.51,66.86,73.54,0,65.95
79.17,75.88,67.56,1,74.15
95.15,81.12,53.04,1,75.49
46.03,64.98,67.36,0,58.83
58.95,85.71,98.24,1,82.16
44.35,61.39,31.18,0,37.43
96.69,76.16,66.77,0,65.66
66.72,66.43,90.98,0,72.68
80.52,51.76,36.86,0,45.46
90.47,62.72,76.02,1,76.96
99.46,67.55,78.42,1,80.13
49.71,59.52,31.42,0,42.16
87.97,66.19,70.82,1,71.36
93.25,72.98,53.12,1,72.59
42.93,59.65,56.91,0,47.68
85.25,20.0,52.15,1,46.34
61.28,85.17,81.63,1,80.12
78.92,55.54,55.98,0,62.38
70.84,47.65,49.66,1,55.68
55.58,43.14,49.97,1,57.09
48.11,54.95,51.86,1,48.03
